year,question_code,score,fundament,score_source,subcomponent
1999,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2000,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2001,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2002,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2003,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2004,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2005,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2006,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2007,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2008,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2009,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2010,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2011,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2012,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2013,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2014,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2015,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2016,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2017,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2018,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2019,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2020,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2021,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2022,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
2023,weh_time_sc,"6,7","Art. 165, §9º, I, da CF + artigo 35, §2º, III, do ADCT",Own,0
